,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
13901,9.83,Kazakhstan2003,,"30,833,699,703",2232,Generation X
13902,4.9,Kazakhstan2003,,"30,833,699,703",2232,Millenials
13903,1.22,Kazakhstan2003,,"30,833,699,703",2232,Millenials
13904,83.42,Kazakhstan2004,,"43,151,647,003",3110,Generation X
13905,76.11,Kazakhstan2004,,"43,151,647,003",3110,Boomers
13906,70.77,Kazakhstan2004,,"43,151,647,003",3110,Silent
13907,62.44,Kazakhstan2004,,"43,151,647,003",3110,Silent
13908,49.66,Kazakhstan2004,,"43,151,647,003",3110,Millenials
13909,22.49,Kazakhstan2004,,"43,151,647,003",3110,Silent
13910,12.3,Kazakhstan2004,,"43,151,647,003",3110,Millenials
13911,11.15,Kazakhstan2004,,"43,151,647,003",3110,Generation X
13912,10.06,Kazakhstan2004,,"43,151,647,003",3110,Silent
13913,10.02,Kazakhstan2004,,"43,151,647,003",3110,Boomers
13914,4.33,Kazakhstan2004,,"43,151,647,003",3110,Millenials
13915,1.11,Kazakhstan2004,,"43,151,647,003",3110,Millenials
13916,73.91,Kazakhstan2005,0.746,"57,123,671,734",4096,Generation X
13917,64.69,Kazakhstan2005,0.746,"57,123,671,734",4096,Boomers
13918,56.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
13919,54.26,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
13920,42.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
13921,19.3,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
13922,10.6,Kazakhstan2005,0.746,"57,123,671,734",4096,Generation X
13923,10.45,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
13924,9.79,Kazakhstan2005,0.746,"57,123,671,734",4096,Silent
13925,8.44,Kazakhstan2005,0.746,"57,123,671,734",4096,Boomers
13926,6.13,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
13927,1.97,Kazakhstan2005,0.746,"57,123,671,734",4096,Millenials
13928,79.39,Kazakhstan2006,,"81,003,884,545",5770,Generation X
13929,63.96,Kazakhstan2006,,"81,003,884,545",5770,Boomers
13930,61.14,Kazakhstan2006,,"81,003,884,545",5770,Silent
13931,59.69,Kazakhstan2006,,"81,003,884,545",5770,Silent
13932,42.94,Kazakhstan2006,,"81,003,884,545",5770,Millenials
13933,18.76,Kazakhstan2006,,"81,003,884,545",5770,Silent
13934,12.17,Kazakhstan2006,,"81,003,884,545",5770,Millenials
13935,10.12,Kazakhstan2006,,"81,003,884,545",5770,Silent
13936,10.06,Kazakhstan2006,,"81,003,884,545",5770,Generation X
13937,8.96,Kazakhstan2006,,"81,003,884,545",5770,Boomers
13938,5.51,Kazakhstan2006,,"81,003,884,545",5770,Millenials
13939,2.03,Kazakhstan2006,,"81,003,884,545",5770,Millenials
13940,76.05,Kazakhstan2007,,"104,849,886,826",7423,Generation X
13941,65.87,Kazakhstan2007,,"104,849,886,826",7423,Silent
13942,65.86,Kazakhstan2007,,"104,849,886,826",7423,Boomers
13943,55.11,Kazakhstan2007,,"104,849,886,826",7423,Silent
13944,42.01,Kazakhstan2007,,"104,849,886,826",7423,Millenials
13945,17.75,Kazakhstan2007,,"104,849,886,826",7423,Silent
13946,13.54,Kazakhstan2007,,"104,849,886,826",7423,Millenials
13947,11.48,Kazakhstan2007,,"104,849,886,826",7423,Generation X
13948,9.79,Kazakhstan2007,,"104,849,886,826",7423,Boomers
13949,8.16,Kazakhstan2007,,"104,849,886,826",7423,Silent
13950,7.4,Kazakhstan2007,,"104,849,886,826",7423,Generation Z
13951,2.61,Kazakhstan2007,,"104,849,886,826",7423,Generation Z
13952,73.62,Kazakhstan2008,,"133,441,612,247",9387,Silent
13953,69.8,Kazakhstan2008,,"133,441,612,247",9387,Generation X
13954,60.26,Kazakhstan2008,,"133,441,612,247",9387,Boomers
13955,49.95,Kazakhstan2008,,"133,441,612,247",9387,Silent
13956,42.65,Kazakhstan2008,,"133,441,612,247",9387,Millenials
13957,16.78,Kazakhstan2008,,"133,441,612,247",9387,Silent
13958,15.97,Kazakhstan2008,,"133,441,612,247",9387,Millenials
13959,12.26,Kazakhstan2008,,"133,441,612,247",9387,Generation X
13960,10.02,Kazakhstan2008,,"133,441,612,247",9387,Boomers
13961,8.37,Kazakhstan2008,,"133,441,612,247",9387,Silent
13962,5.58,Kazakhstan2008,,"133,441,612,247",9387,Generation Z
13963,1.68,Kazakhstan2008,,"133,441,612,247",9387,Generation Z
13964,67.1,Kazakhstan2009,,"115,308,661,143",8024,Generation X
13965,59.63,Kazakhstan2009,,"115,308,661,143",8024,Boomers
13966,51.49,Kazakhstan2009,,"115,308,661,143",8024,Silent
13967,47.95,Kazakhstan2009,,"115,308,661,143",8024,Silent
13968,39.66,Kazakhstan2009,,"115,308,661,143",8024,Millenials
13969,15.12,Kazakhstan2009,,"115,308,661,143",8024,Silent
13970,14.37,Kazakhstan2009,,"115,308,661,143",8024,Millenials
13971,11.42,Kazakhstan2009,,"115,308,661,143",8024,Generation X
13972,8.76,Kazakhstan2009,,"115,308,661,143",8024,Boomers
13973,8.61,Kazakhstan2009,,"115,308,661,143",8024,Silent
13974,3.65,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
13975,2.31,Kazakhstan2009,,"115,308,661,143",8024,Generation Z
13976,63.5,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
13977,61.67,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
13978,54.87,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
13979,48.0,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
13980,33.94,Kazakhstan2010,0.766,"148,047,348,241",10062,Millenials
13981,14.8,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
13982,12.45,Kazakhstan2010,0.766,"148,047,348,241",10062,Millenials
13983,10.51,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
13984,7.69,Kazakhstan2010,0.766,"148,047,348,241",10062,Silent
13985,7.18,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation X
13986,4.04,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation Z
13987,2.16,Kazakhstan2010,0.766,"148,047,348,241",10062,Generation Z
13988,57.85,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
13989,53.35,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
13990,51.49,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation X
13991,43.07,Kazakhstan2011,0.772,"192,626,507,972",12969,Boomers
13992,32.31,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
13993,16.1,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
13994,11.29,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
13995,9.36,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
13996,7.37,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation X
13997,6.65,Kazakhstan2011,0.772,"192,626,507,972",12969,Boomers
13998,3.12,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation Z
13999,1.8,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation Z
14000,51.71,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
14001,51.58,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation X
14002,46.19,Kazakhstan2012,0.778,"207,998,568,866",13845,Silent
14003,43.19,Kazakhstan2012,0.778,"207,998,568,866",13845,Boomers
14004,28.76,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
14005,13.84,Kazakhstan2012,0.778,"207,998,568,866",13845,Silent
14006,8.95,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
14007,7.96,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation X
14008,7.88,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
14009,7.76,Kazakhstan2012,0.778,"207,998,568,866",13845,Boomers
14010,2.62,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation Z
14011,0.58,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation Z
14012,55.71,Kazakhstan2013,0.785,"236,634,552,078",15552,Silent
14013,54.41,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation X
14014,51.42,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
14015,44.73,Kazakhstan2013,0.785,"236,634,552,078",15552,Boomers
14016,31.4,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
14017,15.63,Kazakhstan2013,0.785,"236,634,552,078",15552,Silent
14018,12.95,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
14019,9.37,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
14020,8.43,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation X
14021,7.25,Kazakhstan2013,0.785,"236,634,552,078",15552,Boomers
14022,3.2,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation Z
14023,2.17,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation Z
14024,51.13,Kazakhstan2014,0.788,"221,415,572,820",14351,Generation X
14025,47.11,Kazakhstan2014,0.788,"221,415,572,820",14351,Silent
14026,45.62,Kazakhstan2014,0.788,"221,415,572,820",14351,Millenials
14027,37.65,Kazakhstan2014,0.788,"221,415,572,820",14351,Boomers
14028,25.85,Kazakhstan2014,0.788,"221,415,572,820",14351,Millenials
14029,14.44,Kazakhstan2014,0.788,"221,415,572,820",14351,Silent
14030,9.82,Kazakhstan2014,0.788,"221,415,572,820",14351,Millenials
14031,8.45,Kazakhstan2014,0.788,"221,415,572,820",14351,Millenials
14032,7.42,Kazakhstan2014,0.788,"221,415,572,820",14351,Generation X
14033,5.46,Kazakhstan2014,0.788,"221,415,572,820",14351,Boomers
14034,2.76,Kazakhstan2014,0.788,"221,415,572,820",14351,Generation Z
14035,1.38,Kazakhstan2014,0.788,"221,415,572,820",14351,Generation Z
14036,46.04,Kazakhstan2015,,"184,388,432,149",11784,Silent
14037,45.15,Kazakhstan2015,,"184,388,432,149",11784,Generation X
14038,40.4,Kazakhstan2015,,"184,388,432,149",11784,Millenials
14039,38.16,Kazakhstan2015,,"184,388,432,149",11784,Boomers
14040,23.53,Kazakhstan2015,,"184,388,432,149",11784,Millenials
14041,12.22,Kazakhstan2015,,"184,388,432,149",11784,Silent
14042,9.88,Kazakhstan2015,,"184,388,432,149",11784,Millenials
14043,7.56,Kazakhstan2015,,"184,388,432,149",11784,Generation X
14044,7.09,Kazakhstan2015,,"184,388,432,149",11784,Millenials
14045,4.97,Kazakhstan2015,,"184,388,432,149",11784,Boomers
14046,2.07,Kazakhstan2015,,"184,388,432,149",11784,Generation Z
14047,0.95,Kazakhstan2015,,"184,388,432,149",11784,Generation Z
14048,73.65,Kiribati1991,,"47,515,189",768,Generation X
14049,42.64,Kiribati1991,,"47,515,189",768,Silent
14050,17.81,Kiribati1991,,"47,515,189",768,Boomers
14051,16.39,Kiribati1991,,"47,515,189",768,Boomers
14052,16.38,Kiribati1991,,"47,515,189",768,Boomers
14053,14.67,Kiribati1991,,"47,515,189",768,Generation X
14054,0.0,Kiribati1991,,"47,515,189",768,Boomers
14055,0.0,Kiribati1991,,"47,515,189",768,Millenials
14056,0.0,Kiribati1991,,"47,515,189",768,Silent
14057,0.0,Kiribati1991,,"47,515,189",768,G.I. Generation
14058,0.0,Kiribati1991,,"47,515,189",768,Millenials
14059,0.0,Kiribati1991,,"47,515,189",768,G.I. Generation
14060,35.73,Kiribati1992,,"47,737,955",759,Silent
14061,29.99,Kiribati1992,,"47,737,955",759,Generation X
14062,16.06,Kiribati1992,,"47,737,955",759,Boomers
14063,0.0,Kiribati1992,,"47,737,955",759,Generation X
14064,0.0,Kiribati1992,,"47,737,955",759,Boomers
14065,0.0,Kiribati1992,,"47,737,955",759,Boomers
14066,0.0,Kiribati1992,,"47,737,955",759,Millenials
14067,0.0,Kiribati1992,,"47,737,955",759,G.I. Generation
14068,0.0,Kiribati1992,,"47,737,955",759,Boomers
14069,0.0,Kiribati1992,,"47,737,955",759,Millenials
14070,0.0,Kiribati1992,,"47,737,955",759,Silent
14071,0.0,Kiribati1992,,"47,737,955",759,G.I. Generation
14072,47.1,Kiribati1993,,"46,919,625",735,Boomers
14073,45.56,Kiribati1993,,"46,919,625",735,Generation X
14074,41.95,Kiribati1993,,"46,919,625",735,Silent
14075,33.57,Kiribati1993,,"46,919,625",735,Boomers
14076,15.2,Kiribati1993,,"46,919,625",735,Generation X
14077,10.62,Kiribati1993,,"46,919,625",735,Millenials
14078,10.22,Kiribati1993,,"46,919,625",735,Millenials
14079,0.0,Kiribati1993,,"46,919,625",735,Boomers
14080,0.0,Kiribati1993,,"46,919,625",735,Boomers
14081,0.0,Kiribati1993,,"46,919,625",735,Silent
14082,0.0,Kiribati1993,,"46,919,625",735,G.I. Generation
14083,0.0,Kiribati1993,,"46,919,625",735,G.I. Generation
14084,45.95,Kiribati1994,,"54,832,578",845,Boomers
14085,45.69,Kiribati1994,,"54,832,578",845,Generation X
14086,33.04,Kiribati1994,,"54,832,578",845,Boomers
14087,15.32,Kiribati1994,,"54,832,578",845,Generation X
14088,10.4,Kiribati1994,,"54,832,578",845,Millenials
14089,0.0,Kiribati1994,,"54,832,578",845,Boomers
14090,0.0,Kiribati1994,,"54,832,578",845,Boomers
14091,0.0,Kiribati1994,,"54,832,578",845,Silent
14092,0.0,Kiribati1994,,"54,832,578",845,G.I. Generation
14093,0.0,Kiribati1994,,"54,832,578",845,Millenials
14094,0.0,Kiribati1994,,"54,832,578",845,Silent
14095,0.0,Kiribati1994,,"54,832,578",845,G.I. Generation
14096,41.63,Kiribati1995,,"56,338,028",855,Silent
14097,15.08,Kiribati1995,,"56,338,028",855,Generation X
14098,0.0,Kiribati1995,,"56,338,028",855,Generation X
14099,0.0,Kiribati1995,,"56,338,028",855,Generation X
14100,0.0,Kiribati1995,,"56,338,028",855,Boomers
14101,0.0,Kiribati1995,,"56,338,028",855,Millenials
14102,0.0,Kiribati1995,,"56,338,028",855,Silent
14103,0.0,Kiribati1995,,"56,338,028",855,G.I. Generation
14104,0.0,Kiribati1995,,"56,338,028",855,Generation X
14105,0.0,Kiribati1995,,"56,338,028",855,Boomers
14106,0.0,Kiribati1995,,"56,338,028",855,Millenials
14107,0.0,Kiribati1995,,"56,338,028",855,G.I. Generation
14108,18.92,Kiribati1996,,"66,515,377",991,Millenials
14109,15.07,Kiribati1996,,"66,515,377",991,Generation X
14110,14.89,Kiribati1996,,"66,515,377",991,Generation X
14111,14.78,Kiribati1996,,"66,515,377",991,Generation X
14112,13.69,Kiribati1996,,"66,515,377",991,Boomers
14113,0.0,Kiribati1996,,"66,515,377",991,Millenials
14114,0.0,Kiribati1996,,"66,515,377",991,Silent
14115,0.0,Kiribati1996,,"66,515,377",991,G.I. Generation
14116,0.0,Kiribati1996,,"66,515,377",991,Generation X
14117,0.0,Kiribati1996,,"66,515,377",991,Boomers
14118,0.0,Kiribati1996,,"66,515,377",991,Silent
14119,0.0,Kiribati1996,,"66,515,377",991,G.I. Generation
14120,33.31,Kiribati1997,,"67,537,480",988,Generation X
14121,28.72,Kiribati1997,,"67,537,480",988,Generation X
14122,14.03,Kiribati1997,,"67,537,480",988,Boomers
14123,0.0,Kiribati1997,,"67,537,480",988,Generation X
14124,0.0,Kiribati1997,,"67,537,480",988,Generation X
14125,0.0,Kiribati1997,,"67,537,480",988,Boomers
14126,0.0,Kiribati1997,,"67,537,480",988,Millenials
14127,0.0,Kiribati1997,,"67,537,480",988,Silent
14128,0.0,Kiribati1997,,"67,537,480",988,G.I. Generation
14129,0.0,Kiribati1997,,"67,537,480",988,Millenials
14130,0.0,Kiribati1997,,"67,537,480",988,Silent
14131,0.0,Kiribati1997,,"67,537,480",988,G.I. Generation
14132,27.72,Kiribati1998,,"65,334,841",939,Generation X
14133,13.6,Kiribati1998,,"65,334,841",939,Boomers
14134,9.13,Kiribati1998,,"65,334,841",939,Millenials
14135,0.0,Kiribati1998,,"65,334,841",939,Generation X
14136,0.0,Kiribati1998,,"65,334,841",939,Generation X
14137,0.0,Kiribati1998,,"65,334,841",939,Boomers
14138,0.0,Kiribati1998,,"65,334,841",939,Millenials
14139,0.0,Kiribati1998,,"65,334,841",939,Silent
14140,0.0,Kiribati1998,,"65,334,841",939,G.I. Generation
14141,0.0,Kiribati1998,,"65,334,841",939,Generation X
14142,0.0,Kiribati1998,,"65,334,841",939,Silent
14143,0.0,Kiribati1998,,"65,334,841",939,G.I. Generation
14144,0.0,Kiribati1999,,"69,032,258",973,Generation X
14145,0.0,Kiribati1999,,"69,032,258",973,Generation X
14146,0.0,Kiribati1999,,"69,032,258",973,Boomers
14147,0.0,Kiribati1999,,"69,032,258",973,Millenials
14148,0.0,Kiribati1999,,"69,032,258",973,Silent
14149,0.0,Kiribati1999,,"69,032,258",973,G.I. Generation
14150,0.0,Kiribati1999,,"69,032,258",973,Generation X
14151,0.0,Kiribati1999,,"69,032,258",973,Generation X
14152,0.0,Kiribati1999,,"69,032,258",973,Boomers
14153,0.0,Kiribati1999,,"69,032,258",973,Millenials
14154,0.0,Kiribati1999,,"69,032,258",973,Silent
14155,0.0,Kiribati1999,,"69,032,258",973,G.I. Generation
14156,0.0,Kiribati2000,,"67,254,174",928,Generation X
14157,0.0,Kiribati2000,,"67,254,174",928,Generation X
14158,0.0,Kiribati2000,,"67,254,174",928,Boomers
14159,0.0,Kiribati2000,,"67,254,174",928,Millenials
14160,0.0,Kiribati2000,,"67,254,174",928,Silent
14161,0.0,Kiribati2000,,"67,254,174",928,G.I. Generation
14162,0.0,Kiribati2000,,"67,254,174",928,Generation X
14163,0.0,Kiribati2000,,"67,254,174",928,Generation X
14164,0.0,Kiribati2000,,"67,254,174",928,Boomers
14165,0.0,Kiribati2000,,"67,254,174",928,Millenials
14166,0.0,Kiribati2000,,"67,254,174",928,Silent
14167,0.0,Kiribati2000,,"67,254,174",928,G.I. Generation
14168,0.0,Kiribati2001,,"63,101,272",854,Millenials
14169,0.0,Kiribati2001,,"63,101,272",854,Generation X
14170,0.0,Kiribati2001,,"63,101,272",854,Boomers
14171,0.0,Kiribati2001,,"63,101,272",854,Millenials
14172,0.0,Kiribati2001,,"63,101,272",854,Silent
14173,0.0,Kiribati2001,,"63,101,272",854,Silent
14174,0.0,Kiribati2001,,"63,101,272",854,Millenials
14175,0.0,Kiribati2001,,"63,101,272",854,Generation X
14176,0.0,Kiribati2001,,"63,101,272",854,Boomers
14177,0.0,Kiribati2001,,"63,101,272",854,Millenials
14178,0.0,Kiribati2001,,"63,101,272",854,Silent
14179,0.0,Kiribati2001,,"63,101,272",854,Silent
14180,2.84,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation
14181,2.55,Kuwait1985,0.732,"21,442,619,681",14607,Silent
14182,2.19,Kuwait1985,0.732,"21,442,619,681",14607,Boomers
14183,1.47,Kuwait1985,0.732,"21,442,619,681",14607,Boomers
14184,1.33,Kuwait1985,0.732,"21,442,619,681",14607,Generation X
14185,0.82,Kuwait1985,0.732,"21,442,619,681",14607,Silent
14186,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X
14187,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X
14188,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation
14189,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation
14190,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X
14191,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation
14192,2.54,Kuwait1986,,"17,903,681,693",11661,Generation X
14193,2.1,Kuwait1986,,"17,903,681,693",11661,Boomers
14194,2.1,Kuwait1986,,"17,903,681,693",11661,Boomers
14195,1.22,Kuwait1986,,"17,903,681,693",11661,Silent
14196,0.78,Kuwait1986,,"17,903,681,693",11661,Silent
14197,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X
14198,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X
14199,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation
14200,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation
14201,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X
14202,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation
14203,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation
14204,4.12,Kuwait1987,,"22,365,734,482",13924,G.I. Generation
14205,2.4,Kuwait1987,,"22,365,734,482",13924,Boomers
14206,1.55,Kuwait1987,,"22,365,734,482",13924,Silent
14207,1.49,Kuwait1987,,"22,365,734,482",13924,Silent
14208,0.67,Kuwait1987,,"22,365,734,482",13924,Boomers
14209,0.63,Kuwait1987,,"22,365,734,482",13924,Generation X
14210,0.61,Kuwait1987,,"22,365,734,482",13924,Generation X
14211,0.0,Kuwait1987,,"22,365,734,482",13924,Generation X
14212,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation
14213,0.0,Kuwait1987,,"22,365,734,482",13924,Generation X
14214,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation
14215,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation
14216,3.06,Kuwait1993,,"23,941,391,391",18798,Boomers
14217,2.89,Kuwait1993,,"23,941,391,391",18798,Boomers
14218,2.84,Kuwait1993,,"23,941,391,391",18798,Silent
14219,1.76,Kuwait1993,,"23,941,391,391",18798,Boomers
14220,1.62,Kuwait1993,,"23,941,391,391",18798,Boomers
14221,0.84,Kuwait1993,,"23,941,391,391",18798,Generation X
14222,0.0,Kuwait1993,,"23,941,391,391",18798,Generation X
14223,0.0,Kuwait1993,,"23,941,391,391",18798,Millenials
14224,0.0,Kuwait1993,,"23,941,391,391",18798,Silent
14225,0.0,Kuwait1993,,"23,941,391,391",18798,G.I. Generation
14226,0.0,Kuwait1993,,"23,941,391,391",18798,Millenials
14227,0.0,Kuwait1993,,"23,941,391,391",18798,G.I. Generation
14228,5.27,Kuwait1994,,"24,848,483,838",17161,Boomers
14229,4.07,Kuwait1994,,"24,848,483,838",17161,Boomers
14230,2.86,Kuwait1994,,"24,848,483,838",17161,Boomers
14231,2.42,Kuwait1994,,"24,848,483,838",17161,Boomers
14232,2.39,Kuwait1994,,"24,848,483,838",17161,Silent
14233,1.46,Kuwait1994,,"24,848,483,838",17161,Generation X
14234,0.0,Kuwait1994,,"24,848,483,838",17161,Generation X
14235,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials
14236,0.0,Kuwait1994,,"24,848,483,838",17161,Silent
14237,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation
14238,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials
14239,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation
14240,3.5,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14241,3.07,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14242,2.31,Kuwait1995,0.752,"27,191,689,008",17995,Boomers
14243,1.56,Kuwait1995,0.752,"27,191,689,008",17995,Boomers
14244,1.44,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14245,0.86,Kuwait1995,0.752,"27,191,689,008",17995,Generation X
14246,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials
14247,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent
14248,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation
14249,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials
14250,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent
14251,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation
14252,5.56,Kuwait1996,,"31,493,987,642",20076,Generation X
14253,4.42,Kuwait1996,,"31,493,987,642",20076,Silent
14254,3.29,Kuwait1996,,"31,493,987,642",20076,Generation X
14255,2.49,Kuwait1996,,"31,493,987,642",20076,Generation X
14256,1.9,Kuwait1996,,"31,493,987,642",20076,Boomers
14257,0.67,Kuwait1996,,"31,493,987,642",20076,Generation X
14258,0.0,Kuwait1996,,"31,493,987,642",20076,Boomers
14259,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials
14260,0.0,Kuwait1996,,"31,493,987,642",20076,Silent
14261,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation
14262,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials
14263,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation
14264,4.72,Kuwait1997,,"30,354,434,553",18766,Generation X
14265,4.02,Kuwait1997,,"30,354,434,553",18766,Generation X
14266,3.64,Kuwait1997,,"30,354,434,553",18766,Boomers
14267,3.19,Kuwait1997,,"30,354,434,553",18766,Generation X
14268,2.14,Kuwait1997,,"30,354,434,553",18766,Silent
14269,1.31,Kuwait1997,,"30,354,434,553",18766,Generation X
14270,0.92,Kuwait1997,,"30,354,434,553",18766,Boomers
14271,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials
14272,0.0,Kuwait1997,,"30,354,434,553",18766,Silent
14273,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation
14274,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials
14275,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation
14276,3.4,Kuwait1998,,"25,941,929,462",14209,Generation X
14277,3.26,Kuwait1998,,"25,941,929,462",14209,Boomers
14278,2.92,Kuwait1998,,"25,941,929,462",14209,Generation X
14279,2.17,Kuwait1998,,"25,941,929,462",14209,Generation X
14280,2.02,Kuwait1998,,"25,941,929,462",14209,Boomers
14281,1.78,Kuwait1998,,"25,941,929,462",14209,Silent
14282,0.66,Kuwait1998,,"25,941,929,462",14209,Generation X
14283,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials
14284,0.0,Kuwait1998,,"25,941,929,462",14209,Silent
14285,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation
14286,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials
14287,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation
14288,4.47,Kuwait1999,,"30,121,879,435",15864,Generation X
14289,3.83,Kuwait1999,,"30,121,879,435",15864,Generation X
14290,3.38,Kuwait1999,,"30,121,879,435",15864,Boomers
14291,2.62,Kuwait1999,,"30,121,879,435",15864,Boomers
14292,1.27,Kuwait1999,,"30,121,879,435",15864,Generation X
14293,0.7,Kuwait1999,,"30,121,879,435",15864,Generation X
14294,0.55,Kuwait1999,,"30,121,879,435",15864,Millenials
14295,0.0,Kuwait1999,,"30,121,879,435",15864,Millenials
14296,0.0,Kuwait1999,,"30,121,879,435",15864,Silent
14297,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation
14298,0.0,Kuwait1999,,"30,121,879,435",15864,Silent
14299,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation
14300,5.29,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14301,2.95,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14302,1.83,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14303,1.64,Kuwait2000,0.804,"37,711,864,407",19112,Silent
14304,1.35,Kuwait2000,0.804,"37,711,864,407",19112,Generation X
14305,1.16,Kuwait2000,0.804,"37,711,864,407",19112,Boomers
14306,1.01,Kuwait2000,0.804,"37,711,864,407",19112,Boomers
14307,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials
14308,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Silent
14309,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
14310,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials
14311,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
14312,3.31,Kuwait2001,,"34,890,772,742",17116,Boomers
14313,2.18,Kuwait2001,,"34,890,772,742",17116,Generation X
